0,0,371,736,-1,-1,-1,-1,-1,-1
1,4.28885,367,728,-1,-1,-1,-1,-1,-1
2,5.91,1822,8456,-1,-1,-1,-1,-1,-1
3,6.08176,1822,8456,-1,-1,-1,-1,-1,-1
4,8.70596,6585,12715,-1,-1,-1,-1,-1,-1
5,30.0353,12492,69135,-1,-1,-1,-1,-1,-1
6,1.70653,12492,69135,0,0.302275,3.14159,2.3942,1e+50,3.32682e+46
8,81.5993,2444,13224,6.45295e-05,0.441759,3.14018,2.17172,2121.09,12.5862
7,3.20566,7344,36721,6.45295e-05,0.535871,3.14018,2.06998,2081.87,9.08895
8,22.2429,3773,19749,0.00162921,0.560007,3.14018,2.04993,853.868,8.2156
9,13.9105,3773,19465,0.00141998,0.602139,3.13174,1.96752,846.659,6.65481
10,8.97104,3773,19465,0.00263399,0.653794,3.08425,1.91965,155.517,5.46277
7,2.52813,5233,26024,0.00263399,0.670367,3.10664,1.90373,155.517,5.20213
8,16.1098,3418,17390,0.0131001,0.669729,3.07586,1.89803,112.539,5.18836
9,9.06594,3418,17364,0.0178006,0.675153,3.07586,1.88299,112.539,5.06777
10,7.33513,3418,17364,0.0178006,0.698071,3.07586,1.8552,112.539,4.86996
7,2.12943,4503,22158,0.0178006,0.704557,3.07586,1.85912,112.539,4.75137
8,10.4801,3392,17164,0.0178006,0.697427,3.07586,1.85581,78.3245,4.85343
9,8.2036,3392,17165,0.0178006,0.698528,3.07586,1.85153,78.3245,4.81875
10,6.66696,3392,17165,0.0178006,0.709656,3.07586,1.839,78.3245,4.74064
7,2.03361,4268,21030,0.0178006,0.713913,3.0778,1.84545,78.3245,4.65437
8,10.3995,3440,17383,0.0178006,0.709035,3.07586,1.84124,78.3245,4.73639
9,7.9693,3440,17387,0.0178006,0.710147,3.07586,1.83863,78.3245,4.716
10,6.37102,3440,17387,0.0178006,0.718306,3.07586,1.8306,78.3245,4.67038
11,0.441496,-1,-1,-1,-1,-1,-1,-1,-1
7,4.30132,9730,49165,0.0129468,0.698936,3.11601,1.86637,78.3245,4.80004
8,20.357,5619,29247,0.0178006,0.722445,3.10351,1.83824,49.6272,4.43281
9,14.8271,5619,29298,0.0261722,0.724829,3.05958,1.83005,49.6272,4.37814
10,10.6571,5619,29298,0.0261722,0.75613,3.04802,1.79947,49.1001,4.20751
7,3.7966,7763,39190,0.0261722,0.75115,3.06613,1.81196,49.1001,4.23305
8,15.6696,5606,29219,0.0261722,0.752459,3.04802,1.80017,49.1001,4.20931
9,14.3157,5606,29270,0.0262625,0.752839,3.04802,1.7979,49.1001,4.19493
10,10.1746,5606,29270,0.0262625,0.767733,3.0445,1.78093,48.9847,4.12295
7,3.66206,7213,36453,0.0262625,0.761752,3.06613,1.7938,48.9847,4.15159
8,13.4292,5536,28922,0.0262625,0.764119,3.0445,1.78391,48.9847,4.1334
9,13.9402,5536,28962,0.0262625,0.764011,3.0445,1.78325,48.9847,4.12843
10,9.62521,5536,28962,0.0262625,0.773787,3.0445,1.7711,48.9396,4.08433
11,0.64618,-1,-1,-1,-1,-1,-1,-1,-1
7,5.84736,12467,65221,0.0262625,0.708998,3.07799,1.84615,56.6469,4.63727
8,30.5883,7847,41936,0.0309299,0.746376,3.03181,1.81146,37.3292,4.16641
9,22.0704,7847,42048,0.0309299,0.748059,3.0578,1.80627,37.3292,4.13086
10,14.106,7847,42048,0.0309299,0.775383,3.0578,1.7772,37.3292,3.97924
7,5.19286,10190,53289,0.0309299,0.761437,3.03181,1.79686,37.3292,4.0868
8,22.1076,7778,41732,0.0309299,0.771715,3.06925,1.77974,37.3292,3.99276
9,20.9076,7778,41759,0.0309299,0.772292,3.06925,1.77793,37.3292,3.98405
10,13.6274,7778,41759,0.0309299,0.784715,3.0668,1.76366,37.3292,3.92057
11,0.720008,-1,-1,-1,-1,-1,-1,-1,-1
7,8.67469,17900,95194,0.0309299,0.722264,3.0909,1.84017,36.2565,4.41146
8,45.2944,11354,61945,0.0506087,0.757134,3.04626,1.80422,28.3971,4.0307
9,42.1179,11354,62096,0.0506087,0.758047,3.04626,1.80031,28.3971,4.00799
10,41.396,11354,62096,0.0517854,0.788719,3.02737,1.77042,28.6359,3.85247
8,88.0956,10651,58207,0.0517854,0.788294,3.02663,1.77097,26.6473,3.85299
7,6.40714,15220,44892,0.0517854,0.757845,3.02663,1.82319,26.6473,4.04819
9,34.3707,15220,45476,0.0517854,0.758477,2.97922,1.81628,26.6473,4.00086
10,20.2258,15220,45476,0.0580981,0.789346,2.97922,1.78593,24.9233,3.88005
9,23.1263,15220,45629,0.0580981,0.789331,2.97922,1.78438,24.9233,3.87217
10,17.8267,15220,45629,0.0580406,0.795257,2.9832,1.77835,24.8958,3.85173
12,84.0615,9994,45182,0.0580406,0.798683,2.9832,1.7761,24.8958,3.83217
13,-1,0,-1,-1,-1,-1,-1,-1,-1
