0,0,8838,8832,-1,-1,-1,-1,-1,-1
1,4.36502,8838,8832,-1,-1,-1,-1,-1,-1
2,27.3801,10322,59465,-1,-1,-1,-1,-1,-1
3,63.5903,10322,59465,-1,-1,-1,-1,-1,-1
4,54.385,40022,88285,-1,-1,-1,-1,-1,-1
5,428.072,127910,731786,-1,-1,-1,-1,-1,-1
6,17.7055,127910,731786,1.03238e-07,0.150674,3.14159,2.68702,1.17536e+07,657.86
8,948.881,6435,37009,1.7361e-05,0.368681,3.14155,2.31595,70019.4,36.6638
7,6.31511,11685,61848,1.7361e-05,0.455492,3.14155,2.18296,70019.4,24.9586
8,85.2689,7149,39848,1.7361e-05,0.433686,3.14155,2.23537,70019.4,31.4448
9,38.3669,7149,37373,0.000272219,0.47531,3.14105,2.14814,6023.49,13.8298
10,17.4395,7149,37373,0.000350304,0.51411,3.14097,2.12268,1068.19,9.04972
7,5.07495,9372,47448,0.000350304,0.554271,3.14097,2.0713,1068.19,8.08716
8,62.1123,4253,21691,0.00322507,0.597816,3.13607,2.01729,146.162,6.46939
9,14.5724,4253,21440,0.00322507,0.616263,3.13607,1.97609,135.107,5.98759
10,8.20881,4253,21440,0.00322507,0.649617,3.13607,1.94213,135.107,5.50414
7,3.27861,5795,28112,0.00322507,0.669199,3.13607,1.92219,135.107,5.21718
8,28.1897,3850,19159,0.00849482,0.68421,3.12501,1.90765,71.8928,5.0111
9,10.623,3850,19105,0.00849482,0.691519,3.12501,1.88858,71.8928,4.8866
10,6.319,3850,19105,0.00849482,0.715131,3.12501,1.86116,71.8928,4.6684
7,2.7379,4791,22908,0.00849482,0.718851,3.12501,1.85948,71.8928,4.59532
8,16.7529,3622,17900,0.00849482,0.724653,3.12501,1.85232,71.8928,4.55933
9,9.65851,3622,17887,0.00849482,0.72776,3.12501,1.84439,71.8928,4.51238
10,5.91402,3622,17887,0.00849482,0.740726,3.12501,1.82778,71.8928,4.40153
7,2.57126,4400,20950,0.00849482,0.740323,3.12501,1.83172,71.8928,4.37012
8,16.4105,3480,17113,0.0349418,0.747545,3.08812,1.82377,34.5588,4.30216
9,8.7668,3480,17096,0.0349418,0.749667,3.08812,1.81887,34.5588,4.27971
10,5.21179,3480,17096,0.0349418,0.759889,3.08812,1.80605,34.5588,4.20515
7,2.52731,4194,19876,0.0349418,0.757279,3.08812,1.81212,34.5588,4.20032
8,13.6622,3430,16818,0.0349418,0.763219,3.08812,1.80449,34.5588,4.17925
9,8.6875,3430,16814,0.0349418,0.764331,3.08812,1.80155,34.5588,4.16761
10,4.81398,3430,16814,0.0349418,0.770746,3.08812,1.79378,34.5588,4.12759
11,0.432674,-1,-1,-1,-1,-1,-1,-1,-1
7,3.08705,5792,27828,0.0349418,0.755518,3.08812,1.81824,34.5588,4.18825
8,14.2473,3942,19475,0.0349418,0.770733,3.08812,1.79723,34.5588,4.06851
9,10.1397,3942,19499,0.0349418,0.771326,3.08812,1.79352,34.5588,4.05842
10,5.49337,3942,19499,0.0349418,0.791297,3.08812,1.77294,33.9699,3.96767
7,2.94603,5104,24403,0.0349418,0.782037,3.08812,1.78559,33.9699,4.01279
8,10.1707,3910,19342,0.0349418,0.78996,3.08812,1.77584,33.9699,3.97087
9,9.9905,3910,19359,0.0349418,0.790087,3.08812,1.77377,33.9699,3.96262
10,5.357,3910,19359,0.0349418,0.8011,3.08812,1.75882,33.2955,3.90976
7,2.79225,4861,23252,0.0349418,0.790968,3.08812,1.77258,33.2955,3.95465
8,9.05841,3860,19085,0.0349418,0.801132,3.08812,1.75995,33.2955,3.90132
9,9.75847,3860,19093,0.0349418,0.801591,3.08812,1.75818,28.9398,3.89113
10,5.17624,3860,19093,0.0349418,0.809855,3.08812,1.74773,28.9398,3.85484
7,2.67014,4712,22531,0.0349418,0.800049,3.08812,1.76176,28.9398,3.90136
8,8.91817,3848,19013,0.0349418,0.809849,3.08812,1.7482,28.9398,3.84944
9,19.1085,3848,19021,0.0349418,0.809779,3.08812,1.74736,28.9398,3.84807
10,13.7872,3848,19021,0.0349418,0.816355,3.08812,1.73965,28.3371,3.82092
8,29.265,3773,18659,0.0349418,0.817032,3.08812,1.73989,28.3371,3.81754
7,2.58964,8765,19087,0.114937,0.581636,2.85845,2.00488,18.7855,5.2026
9,16.4457,8765,20310,0.0993003,0.581103,3.03552,2.0099,53.7628,5.54677
10,12.1452,8765,20310,0.0334718,0.642865,3.05116,1.9579,104.838,5.02596
9,28.9835,8765,20548,0.0082634,0.643126,3.12848,1.95149,91.1273,4.98735
10,11.845,8765,20548,0.0335914,0.658443,3.06814,1.94166,101.618,4.90688
9,12.5295,8765,20630,0.0220267,0.659405,3.08448,1.93829,73.2353,4.86618
10,11.2773,8765,20630,0.02087,0.664435,3.10692,1.93735,84.541,4.89376
9,12.6667,8765,20702,0.015853,0.66397,3.13001,1.9379,101.134,4.88396
10,16.72,8765,20702,0.0148252,0.664806,3.06084,1.93984,122.115,4.94762
9,26.8191,8765,20761,0.0148252,0.665132,3.06084,1.93833,159.626,4.92247
10,11.69,8765,20761,0.0157061,0.664054,3.07401,1.94064,130.133,4.98377
7,3.53338,10142,24869,0.0157061,0.625695,3.09346,1.98566,142.626,5.92593
9,32.1665,10142,25229,0.00239106,0.629653,3.139,1.97492,229.707,5.69855
10,29.3462,10142,25229,0.00981121,0.6355,3.11689,1.9739,550.261,5.45676
9,34.4772,10142,25291,0.00420726,0.638403,3.13262,1.96738,550.261,5.3646
10,39.2997,10142,25291,0.00753045,0.641943,3.13731,1.9648,561.512,5.266
