0,0,1244,2474,-1,-1,-1,-1,-1,-1
1,30.6572,926,1838,-1,-1,-1,-1,-1,-1
2,7.15896,2372,12007,-1,-1,-1,-1,-1,-1
3,7.20042,2372,12007,-1,-1,-1,-1,-1,-1
4,5.29374,5048,14876,-1,-1,-1,-1,-1,-1
5,20.7798,9020,46758,-1,-1,-1,-1,-1,-1
6,1.22342,9020,46758,0,0.298527,3.14159,2.40123,1e+50,6.24492e+47
8,54.1614,1797,9589,5.2275e-05,0.475583,3.1394,2.08471,3630.7,16.3821
7,2.69594,6737,33099,5.2275e-05,0.569012,3.1394,2.00091,3630.7,9.21231
8,16.5468,3264,16616,0.000250799,0.604613,3.13915,1.97255,3597.57,7.86797
9,9.88314,3264,16460,0.000452629,0.632634,3.13658,1.91419,3597.57,6.76879
10,7.68532,3264,16460,0.000616521,0.66794,3.13658,1.88376,3283.67,5.89997
7,2.12435,4882,23866,0.000616521,0.684842,3.13658,1.87713,3283.67,5.42902
8,11.8204,3284,16523,0.00970625,0.679964,3.1031,1.86781,248.815,5.05722
9,7.86943,3284,16513,0.00970625,0.683286,3.1031,1.85818,248.815,4.98408
10,7.29744,3284,16513,0.00970625,0.703089,3.1031,1.83652,248.815,4.86035
7,1.96336,4340,21189,0.00970625,0.707839,3.1031,1.84405,248.815,4.74718
8,9.8953,3278,16492,0.00970625,0.701886,3.1031,1.83844,248.815,4.85887
9,7.44398,3278,16513,0.00970625,0.702075,3.1031,1.83546,248.815,4.82806
10,6.60916,3278,16513,0.00976188,0.711772,3.10239,1.82423,247.097,4.76873
7,1.86364,4149,20268,0.00976188,0.713652,3.10239,1.83359,247.097,4.69098
8,9.28315,3303,16608,0.00976188,0.709744,3.10239,1.82766,247.097,4.77454
9,7.29985,3303,16612,0.00976188,0.710706,3.10239,1.82467,247.097,4.75078
10,6.26188,3303,16612,0.00976188,0.71721,3.10239,1.8164,247.097,4.71017
11,0.40977,-1,-1,-1,-1,-1,-1,-1,-1
7,4.01979,9618,48556,0.00976188,0.695368,3.10239,1.86316,208.924,4.85353
8,22.2256,5355,27759,0.0213128,0.721136,3.061,1.83354,122.648,4.44427
9,13.5408,5355,27827,0.0213128,0.723269,3.05221,1.82588,122.648,4.37951
10,10.3601,5355,27827,0.0304695,0.755497,3.05925,1.79393,98.4985,4.20145
7,3.60469,7700,38693,0.0304695,0.748474,3.05925,1.81092,98.4985,4.2479
8,15.4689,5446,28305,0.0304695,0.751205,3.06329,1.79727,98.4985,4.20921
9,13.1524,5446,28343,0.0304695,0.751615,3.05925,1.7948,66.4259,4.18895
10,9.69175,5446,28343,0.0304793,0.767397,3.05973,1.77654,66.4259,4.10955
7,3.39293,7138,35899,0.0304793,0.760243,3.05973,1.79221,66.4259,4.15835
8,14.1414,5405,28116,0.0304793,0.765041,3.05973,1.77938,66.4259,4.11852
9,12.9636,5405,28151,0.0320577,0.764763,3.05728,1.77819,66.4259,4.11116
10,9.40285,5405,28151,0.0322693,0.774701,3.06452,1.76559,66.4259,4.06622
11,0.47393,-1,-1,-1,-1,-1,-1,-1,-1
7,4.95047,10738,56016,0.0212077,0.713874,3.08003,1.84018,49.3179,4.61569
8,27.8403,7152,38057,0.0291422,0.750703,3.06891,1.80271,37.1836,4.15068
9,18.4729,7152,38121,0.0322139,0.752084,3.06891,1.79797,37.1836,4.11758
10,12.8208,7152,38121,0.0301184,0.775712,3.1,1.77443,38.4584,3.97562
7,4.50964,8926,46582,0.0301184,0.763665,3.0563,1.79111,37.1836,4.06695
8,20.605,7028,37525,0.0468199,0.772792,3.04713,1.77558,37.1836,3.97601
9,17.6563,7028,37546,0.0474013,0.77308,3.03271,1.77442,37.1836,3.96982
10,12.0151,7028,37546,0.047455,0.784669,3.03271,1.7614,37.1836,3.91384
7,4.26864,8388,43889,0.047455,0.774183,3.02013,1.77727,37.1836,3.98794
8,18.7627,6983,37314,0.047455,0.782687,3.03271,1.76398,37.1836,3.92425
9,17.424,6983,37351,0.047455,0.782516,3.03271,1.76363,37.1836,3.92189
10,11.3872,6983,37351,0.0478652,0.789019,3.03271,1.75571,37.1836,3.89156
11,0.492389,-1,-1,-1,-1,-1,-1,-1,-1
7,6.86842,14458,76954,0.0312627,0.729505,3.05533,1.83145,41.32,4.35985
8,38.7735,9691,52715,0.0496614,0.762503,3.04676,1.79574,29.7907,4.00533
9,25.8565,9691,52809,0.0496614,0.763154,3.01438,1.79227,24.7324,3.98264
10,16.4897,9691,52809,0.0556566,0.788401,3.01438,1.76713,23.9882,3.85305
7,6.43544,12196,64964,0.0556566,0.773652,3.01851,1.78705,23.9882,3.9672
8,33.4406,9681,52794,0.0556566,0.784546,3.00718,1.77052,23.9882,3.86614
9,25.1308,9681,52828,0.0556566,0.784588,3.00518,1.76934,23.9882,3.86165
10,15.7268,9681,52828,0.0541271,0.796076,3.00731,1.75466,23.9882,3.80483
11,0.45458,-1,-1,-1,-1,-1,-1,-1,-1
7,7.55546,14841,79623,0.0541271,0.75338,3.0329,1.80624,24.6787,4.14869
8,51.8337,11249,61551,0.0475284,0.780435,2.99195,1.77591,23.9882,3.88019
9,30.3126,11249,61653,0.0475284,0.780666,2.9691,1.77401,23.9882,3.86737
10,18.5947,11249,61653,0.0508971,0.797055,2.9691,1.75688,23.9882,3.78217
7,7.26077,13222,71137,0.0508971,0.784717,2.9691,1.77133,23.9882,3.88048
8,46.6499,11228,61546,0.0604066,0.794793,2.9691,1.75898,23.9882,3.79351
9,29.6056,11228,61561,0.0604066,0.795136,2.9691,1.75805,23.9882,3.79018
10,17.7675,11228,61561,0.0604066,0.802628,2.9691,1.74884,23.9882,3.7542
11,0.229387,-1,-1,-1,-1,-1,-1,-1,-1
7,7.33713,13224,71762,0.059025,0.781847,3.00154,1.77299,25.2379,3.92937
8,67.5895,11679,64081,0.126479,0.793792,3.00154,1.76026,14.2406,3.80496
9,30.7399,11679,64123,0.126479,0.794072,3.00017,1.75921,14.1602,3.79764
10,17.6367,11679,64123,0.127945,0.800799,2.88587,1.75188,10.216,3.75791
7,7.02522,12546,68130,0.127945,0.793767,2.8034,1.75923,11.4519,3.81597
8,56.4763,11644,63934,0.159706,0.799773,2.77678,1.75264,9.07498,3.76368
9,30.4801,11644,63946,0.159706,0.799881,2.77678,1.75234,8.78069,3.76176
10,17.1745,11644,63946,0.165451,0.802768,2.76329,1.74899,8.78069,3.74655
8,62.1287,11543,63396,0.165451,0.802787,2.76329,1.74887,8.78069,3.74633
12,72.7639,6020,23437,0.165451,0.787654,2.76329,1.76173,8.78069,3.80744
13,-1,0,-1,-1,-1,-1,-1,-1,-1
